"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
11909,"Mega Man X4","SAT",1997,"Action","Capcom",0,0,0.07,0,0.07
11910,"Family Trainer: Treasure Adventure","Wii",2010,"Sports","Namco Bandai Games",0,0.06,0,0.01,0.07
11911,"GRID 2","PC",2013,"Racing","Codemasters",0,0.06,0,0.01,0.07
11912,"Power Pro GB","GB",1998,"Sports","Konami Digital Entertainment",0,0,0.07,0,0.07
11913,"Sudoku Fever","GBA",2006,"Puzzle","Take-Two Interactive",0.05,0.02,0,0,0.07
11914,"Grand Ages: Medieval","PS4",2015,"Strategy","Kalypso Media",0,0.05,0.01,0.01,0.07
11915,"The Putter Golf","PS",2001,"Sports","D3Publisher",0.04,0.03,0,0,0.07
11916,"Monster High: New Ghoul in School","PS3",2015,"Action","Little Orbit",0,0.06,0,0.01,0.07
11917,"The Powerpuff Girls: Relish Rampage","GC",2002,"Action","BAM! Entertainment",0.05,0.01,0,0,0.07
11918,"Super Real Mahjong Graffiti","SAT",1995,"Misc","Seta Corporation",0,0,0.07,0,0.07
11919,"Alan Wake","PC",2012,"Action","Nordic Games",0,0.06,0,0.01,0.07
11920,"Ninja Warriors","SNES",1993,"Action","Titus",0,0,0.07,0,0.07
11921,"Army Men: RTS","GC",2004,"Strategy","Global Star",0.05,0.01,0,0,0.07
11922,"Zettai Onkan Otoda Master","DS",2007,"Role-Playing","Hudson Soft",0,0,0.07,0,0.07
11923,"Basketball Hall of Fame Ultimate Hoops Challenge","Wii",2010,"Sports","Zoo Games",0.06,0,0,0,0.07
11924,"Dragoneer's Aria","PSP",2007,"Role-Playing","Tecmo Koei",0.02,0,0.05,0,0.07
11925,"TigerShark","PS",1997,"Simulation","GT Interactive",0.04,0.03,0,0,0.07
11926,"Lost Heroes 2","3DS",2015,"Action","Namco Bandai Games",0,0,0.07,0,0.07
11927,"Norse by Norsewest: The Return of the Lost Vikings","PS",1997,"Action","Interplay",0.04,0.03,0,0,0.07
11928,"Just Dance: Disney Party 2","XOne",2015,"Action","Ubisoft",0.05,0.01,0,0.01,0.07
11929,"N+","DS",2007,"Platform","Atari",0.06,0,0,0,0.07
11930,"Sega Soccer Slam","GC",2002,"Sports","Sega",0.05,0.01,0,0,0.07
11931,"Obscure","PS2",2004,"Adventure","Microids",0.03,0.03,0,0.01,0.07
11932,"Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei","DS",2008,"Role-Playing","Takara Tomy",0,0,0.07,0,0.07
11933,"Shin Lucky * Star: Moe Drill ~Tabidachi~","DS",2007,"Action","Kadokawa Shoten",0,0,0.07,0,0.07
11934,"Mario Tennis","Wii",2010,"Sports","Nintendo",0,0.06,0,0.01,0.07
11935,"Cartoon Network: Punch Time Explosion XL","PS3",2011,"Fighting","Crave Entertainment",0.06,0,0,0,0.07
11936,"DefCon 5","PS",1995,"Shooter","Psygnosis",0.04,0.03,0,0,0.07
11937,"Lost in Blue 2","DS",2007,"Adventure","Konami Digital Entertainment",0.01,0.01,0.05,0,0.07
11938,"Secret Service: Ultimate Sacrifice","PS2",2008,"Action","Activision",0.03,0.03,0,0.01,0.07
11939,"Deep Labyrinth","DS",2006,"Action","505 Games",0.06,0,0,0,0.07
11940,"Tropix","DS",2008,"Puzzle","Capcom",0.06,0,0,0,0.07
11941,"Nichibeikan Pro Yakyuu: Final League","PS2",2002,"Sports","SquareSoft",0,0,0.07,0,0.07
11942,"Resident Evil 6","PS4",2016,"Shooter","Capcom",0.05,0,0,0.01,0.07
11943,"Hammerin' Hero","PSP",2008,"Action","Irem Software Engineering",0.06,0,0,0.01,0.07
11944,"Spawn: Armageddon","GC",2003,"Action","Electronic Arts",0.05,0.01,0,0,0.07
11945,"God Hand","PS2",2006,"Action","Capcom",0,0,0.07,0,0.07
11946,"Shin Chan: Las Nuevas Aventuras Para Wii!","Wii",2006,"Action","505 Games",0,0,0.07,0,0.07
11947,"Challenge Me: Brain Puzzles 2","Wii",2010,"Puzzle","O-Games",0,0.06,0,0.01,0.07
11948,"The Tale of Despereaux","DS",2008,"Platform","Brash Entertainment",0.06,0,0,0,0.07
11949,"Legends of Wrestling II","GBA",2002,"Fighting","Acclaim Entertainment",0.05,0.02,0,0,0.07
11950,"Tony Hawk's Pro Skater 5","X360",2015,"Sports","Activision",0.06,0,0,0.01,0.07
11951,"Fatal Fury: Battle Archives Volume 2","PS2",2007,"Fighting","SNK Playmore",0.03,0.03,0,0.01,0.07
11952,"Jurassic Park: Operation Genesis","XB",2003,"Simulation","Konami Digital Entertainment",0.05,0.01,0,0,0.07
11953,"Transformer: Rise of the Dark Spark (3DS)","3DS",2014,"Role-Playing","Activision",0.05,0.01,0,0.01,0.07
11954,"Freddi Fish: Kelp Seed Mystery","Wii",2008,"Adventure","Majesco Entertainment",0.06,0,0,0,0.07
11955,"Ragnarok: Hikari to Yami no Koujo","PSP",2011,"Role-Playing","GungHo",0.02,0,0.05,0,0.07
11956,"FIFA Soccer 06","GBA",2005,"Sports","Electronic Arts",0.05,0.02,0,0,0.07
11957,"RedCard 20-03","PS2",2002,"Sports","Midway Games",0.03,0.03,0,0.01,0.07
11958,"James Bond 007: Blood Stone","DS",2010,"Shooter","Activision",0.05,0.01,0,0,0.07
11959,"Imagine: Gymnast","DS",2008,"Simulation","Ubisoft",0.05,0.01,0,0,0.07
11960,"Kanji Sonomama DS Rakubiki Jiten","DS",2006,"Misc","Nintendo",0,0,0.07,0,0.07
11961,"Future Tactics: The Uprising","PS2",2004,"Strategy","Crave Entertainment",0.03,0.03,0,0.01,0.07
11962,"Driver: Parallel Lines","XB",2006,"Racing","Atari",0.05,0.01,0,0,0.07
11963,"Cities XL 2012","PC",2011,"Strategy","Focus Home Interactive",0.01,0.05,0,0.01,0.07
11964,"Pipe Mania","PSP",2008,"Puzzle","Empire Interactive",0.06,0,0,0.01,0.07
11965,"everGirl","GBA",2005,"Adventure","THQ",0.05,0.02,0,0,0.07
11966,"Heroes Phantasia","PSP",2012,"Role-Playing","Namco Bandai Games",0,0,0.07,0,0.07
11967,"Prince of Persia: The Fallen King","DS",2008,"Action","Ubisoft",0.06,0.01,0,0.01,0.07
11968,"Jewels of the Ages","DS",2011,"Puzzle","City Interactive",0.03,0.03,0,0.01,0.07
11969,"The Book of Unwritten Tales 2","PS4",2015,"Adventure","Nordic Games",0,0.06,0,0.01,0.07
11970,"Batman: Rise of Sin Tzu","GBA",2003,"Action","Ubisoft",0.05,0.02,0,0,0.07
11971,"Chuugaku Eitango Target 1800 DS","DS",2006,"Misc","IE Institute",0,0,0.07,0,0.07
11972,"Future Card Buddy Fight: Yuujou no Bakunetsu Fight","3DS",2015,"Action","FuRyu",0,0,0.07,0,0.07
11973,"World Racing","XB",2003,"Racing","TDK Mediactive",0.05,0.01,0,0,0.07
11974,"Major League Baseball 2K10","PSP",2010,"Sports","Take-Two Interactive",0.06,0,0,0,0.07
11975,"Penguins of Madagascar","3DS",2014,"Action","Namco Bandai Games",0,0.06,0,0,0.07
11976,"Disney's Party","GBA",2003,"Misc","Hudson Entertainment",0.05,0.02,0,0,0.07
11977,"Rapala Pro Bass Fishing 2010","PSP",2010,"Sports","Activision",0.06,0,0,0.01,0.07
11978,"X-Men: The Official Game","GBA",2006,"Action","Activision",0.05,0.02,0,0,0.07
11979,"Dreamer Series: Pop Star","DS",2009,"Misc","Tivola",0.04,0.02,0,0.01,0.07
11980,"Card Games","PS",2000,"Misc","D3Publisher",0.04,0.03,0,0,0.07
11981,"My Amusement Park","DS",2010,"Misc","Scholastic Inc.",0.06,0,0,0,0.07
11982,"Mega Man: Battle & Chase","PS",1997,"Racing","Capcom",0,0,0.06,0,0.07
11983,"Winning Post 7 2010","PS3",2010,"Sports","Tecmo Koei",0,0,0.07,0,0.07
11984,"R-Type Command","PSP",2007,"Strategy","Rising Star Games",0.05,0,0.01,0.01,0.07
11985,"Age of Empires III: The Asian Dynasties","PC",2007,"Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.07
11986,"Destrega","PS",1998,"Fighting","Sony Computer Entertainment",0.04,0.03,0,0,0.07
11987,"Dungeon Maker II: The Hidden War","PSP",2007,"Role-Playing","Global A Entertainment",0.06,0,0,0.01,0.07
11988,"The Final Round","PS",1996,"Sports","Konami Digital Entertainment",0.04,0.03,0,0,0.07
11989,"Nobunaga no Yabou: Tendou with Power-Up Kit","PS3",2011,"Strategy","Tecmo Koei",0,0,0.07,0,0.07
11990,"Transformer: Rise of the Dark Spark","WiiU",2014,"Action","Activision",0.05,0.01,0,0.01,0.07
11991,"MAPLUS: Portable Navi","PSP",2006,"Misc","Edia",0,0,0.07,0,0.07
11992,"Brain Quest: Grades 3 & 4","DS",2008,"Misc","Electronic Arts",0.06,0,0,0.01,0.07
11993,"Petz: Hamsterz Bunch","PSP",2009,"Simulation","Ubisoft",0.06,0,0,0.01,0.07
11994,"The King of Fighters 02/03","PS2",2005,"Fighting","SNK",0.03,0.03,0,0.01,0.07
11995,"Kamen Rider: Dragon Knight","Wii",2009,"Fighting","D3Publisher",0.06,0,0,0,0.07
11996,"Army Men: Green Rogue","PS",2001,"Action","3DO",0.04,0.02,0,0,0.07
11997,"Centipede / Breakout / Warlords","GBA",2005,"Misc","Zoo Digital Publishing",0.05,0.02,0,0,0.07
11998,"Lucian Bee's: Justice Yellow / Evil Violet","PS2",2010,"Adventure","5pb",0,0,0.07,0,0.07
11999,"Sly 2: Band of Thieves","PS3",2010,"Platform","Sony Computer Entertainment",0,0.05,0,0.02,0.07
12000,"Hyperdimension Neptunia Victory","PSV",2014,"Role-Playing","Compile Heart",0,0,0.07,0,0.07
12001,"Armored Core: Nine Breaker","PS2",2004,"Simulation","505 Games",0.03,0.03,0,0.01,0.07
12002,"Doraemon: Nobita no Shin Makai Daibouken DS","DS",2007,"Role-Playing","Sega",0,0,0.07,0,0.07
12003,"SBK 2011: FIM Superbike World Championship","X360",2011,"Racing","Black Bean Games",0,0.06,0,0.01,0.07
12004,"Fairy Fencer F: Advent Dark Force","PS4",2015,"Role-Playing","Idea Factory International",0.02,0,0.05,0,0.07
12005,"Cabela's Big Game Hunter 2005 Adventures","GC",2004,"Sports","Activision",0.05,0.01,0,0,0.07
12006,"Worms 3D","GC",2003,"Strategy","Sega",0.05,0.01,0,0,0.07
12007,"Fantasy Aquarium World","Wii",2009,"Simulation","Destineer",0.06,0,0,0,0.07
12008,"Monster Tale","DS",2011,"Platform","Majesco Entertainment",0.06,0,0,0,0.07
12009,"Tokobot","PSP",2005,"Platform","Take-Two Interactive",0.06,0,0,0.01,0.07
12010,"TRON: Evolution","PC",2010,"Action","Disney Interactive Studios",0.06,0,0,0,0.07
12011,"Gambler Densetsu Tetsuya","PS2",2001,"Adventure","Athena",0,0,0.07,0,0.07
12012,"The Guided Fate Paradox","PS3",2013,"Role-Playing","Nippon Ichi Software",0,0,0.06,0,0.07
12013,"Bleach: Hanatareshi Yabou","PS2",2006,"Role-Playing","Sony Computer Entertainment",0,0,0.07,0,0.07
12014,"Karaoke Revolution Party","XB",2005,"Misc","Konami Digital Entertainment",0.05,0.01,0,0,0.07
12015,"Cold Stone Creamery: Scoop It Up","Wii",2009,"Misc","Zoo Games",0.06,0,0,0,0.07
12016,"Yoake Yori Ruriiro na: Brighter than Dawning Blue","PS2",2006,"Adventure","Aria",0,0,0.07,0,0.07
12017,"Pandemonium 2","PS",1997,"Platform","BMG Interactive Entertainment",0.04,0.02,0,0,0.07
12018,"MotorStorm RC","PSV",2012,"Racing","Sony Computer Entertainment",0,0.05,0,0.02,0.07
12019,"Fallout: Brotherhood of Steel","PS2",2004,"Role-Playing","Avalon Interactive",0.03,0.03,0,0.01,0.07
12020,"Touch 'N' Play Collection","DS",2010,"Misc","O-Games",0.04,0.02,0,0.01,0.07
12021,"Mayhem 3D","X360",2011,"Racing","Evolved Games",0.06,0,0,0,0.07
12022,"One Piece: Unlimited World Red","WiiU",2014,"Action","Namco Bandai Games",0,0.04,0.02,0,0.07
12023,"Parlor! Mini 2","SNES",1996,"Misc","Nippon Telenet",0,0,0.07,0,0.07
12024,"Gundam Try Age SP","3DS",2014,"Strategy","Namco Bandai Games",0,0,0.07,0,0.07
12025,"Top Gun","PS3",2011,"Simulation","505 Games",0.06,0,0,0.01,0.07
12026,"Gunstar Super Heroes","GBA",2005,"Shooter","Sega",0.05,0.02,0,0,0.07
12027,"Insecticide","DS",2008,"Action","Gamecock",0.06,0,0,0,0.07
12028,"C: The Contra Adventure","PS",1998,"Shooter","Konami Digital Entertainment",0.04,0.02,0,0,0.07
12029,"Interactive Storybook DS Series 1","DS",2007,"Misc","Tommo",0.06,0,0,0,0.07
12030,"Frogger Advance: The Great Quest","GBA",2002,"Action","Konami Digital Entertainment",0.05,0.02,0,0,0.07
12031,"Worms Forts: Under Siege","XB",2004,"Strategy","Sega",0.05,0.01,0,0,0.07
12032,"Dream C Club","X360",2009,"Simulation","D3Publisher",0,0,0.07,0,0.07
12033,"Pro Evolution Soccer 2015","PC",2014,"Sports","Konami Digital Entertainment",0,0.06,0,0.01,0.07
12034,"Disney Infinity","PSV",2013,"Action","Disney Interactive Studios",0.05,0,0,0.02,0.07
12035,"Pocky & Rocky with Becky","GBA",2001,"Shooter","Altron",0.05,0.02,0,0,0.07
12036,"Full Spectrum Warrior: Ten Hammers","PS2",2006,"Strategy","THQ",0.03,0.02,0,0.01,0.07
12037,"Streets of Rage 3","GEN",1993,"Action","Sega",0,0,0.07,0,0.07
12038,"Chocolatier","DS",2010,"Misc","Zoo Games",0.06,0,0,0,0.07
12039,"Cosmos Chaos!","DS",2010,"Misc","Mentor Interactive",0.06,0,0,0,0.07
12040,"Lego Star Wars: The Force Awakens","3DS",2016,"Action","Warner Bros. Interactive Entertainment",0.02,0.04,0,0,0.07
12041,"12-Sai. Honto no Kimochi","3DS",2014,"Adventure","Happinet",0,0,0.07,0,0.07
12042,"Warhammer 40,000: Squad Command","DS",2007,"Strategy","THQ",0.05,0.01,0,0.01,0.07
12043,"Hasbro Family Game Night Fun Pack","X360",2011,"Misc","Electronic Arts",0.06,0,0,0,0.07
12044,"Pro Yaky? Spirits 4","PS3",2007,"Sports","Konami Digital Entertainment",0,0,0.07,0,0.07
12045,"Speed Racer","PS",1996,"Racing","Tomy Corporation",0.04,0.02,0,0,0.07
12046,"NHL Hitz Pro","XB",2003,"Sports","Midway Games",0.05,0.01,0,0,0.07
12047,"Walt Disney Pictures Presents Enchanted","DS",2007,"Platform","Disney Interactive Studios",0.04,0.01,0,0.01,0.07
12048,"Cardfight!! Vanguard: Lock On Victory!!","3DS",2014,"Misc","FuRyu",0,0,0.07,0,0.07
12049,"Jewel Quest IV: Heritage","DS",2011,"Puzzle","iWin",0,0.05,0,0.01,0.06
12050,"Atelier Meruru: Alchemist of Arland 3","PSV",2013,"Role-Playing","Gust",0,0,0.06,0,0.06
12051,"Hot Wheels: Burnin' Rubber","GBA",2001,"Racing","THQ",0.05,0.02,0,0,0.06
12052,"Ojyousama Express","PS",1998,"Strategy","Media Works",0,0,0.06,0,0.06
12053,"Chrysler Classic Racing","Wii",2008,"Racing","Zoo Games",0.06,0,0,0,0.06
12054,"Wings of War","XB",2004,"Simulation","Take-Two Interactive",0.05,0.01,0,0,0.06
12055,"Jam Sessions 2","DS",2009,"Misc","Ubisoft",0.06,0,0,0,0.06
12056,"Orcs & Elves","DS",2007,"Role-Playing","Electronic Arts",0.06,0,0,0.01,0.06
12057,"187: Ride or Die","XB",2005,"Racing","Ubisoft",0.05,0.01,0,0,0.06
12058,"RPG Maker 3","PS2",2004,"Role-Playing","Enterbrain",0.03,0.02,0,0.01,0.06
12059,"Zatch Bell! Mamodo Battles","GC",2005,"Fighting","Namco Bandai Games",0.05,0.01,0,0,0.06
12060,"Motion Explosion!","X360",2011,"Misc","505 Games",0.05,0.01,0,0,0.06
12061,"Genkai Tokki Monster Monpiece","PSV",2013,"Strategy","Idea Factory",0,0,0.06,0,0.06
12062,"Desert Strike Advance","GBA",2002,"Simulation","Electronic Arts",0.05,0.02,0,0,0.06
12063,"Kabuki Warriors","XB",2001,"Action","Genki",0.05,0.01,0,0,0.06
12064,"Gradius Collection","PSP",2006,"Shooter","Konami Digital Entertainment",0.04,0,0.02,0,0.06
12065,"Disney's Chicken Little: Ace In Action","DS",2006,"Shooter","Disney Interactive Studios",0.06,0,0,0,0.06
12066,"IL-2 Sturmovik: Birds of Prey","DS",2009,"Simulation","505 Games",0.06,0,0,0,0.06
12067,"Discworld","PS",1994,"Adventure","Psygnosis",0.04,0.02,0,0,0.06
12068,"The LEGO Movie Videogame","PC",2014,"Action","Warner Bros. Interactive Entertainment",0.02,0.04,0,0.01,0.06
12069,"Escape from Bug Island","Wii",2006,"Action","Eidos Interactive",0.04,0.01,0.01,0,0.06
12070,"World Poker Tour","XB",2005,"Misc","Take-Two Interactive",0.05,0.01,0,0,0.06
12071,"Pirates: The Legend of Black Kat","XB",2002,"Adventure","Electronic Arts",0.05,0.01,0,0,0.06
12072,"Elite Forces: Unit 77","DS",2009,"Strategy","Deep Silver",0.06,0,0,0,0.06
12073,"July","DC",1998,"Adventure","Fortyfive",0,0,0.06,0,0.06
12074,"ESPN Winter X-Games: Snowboarding 2002","GBA",2000,"Sports","Konami Digital Entertainment",0.05,0.02,0,0,0.06
12075,"Bleach: Versus Crusade","Wii",2008,"Fighting","Sega",0,0,0.06,0,0.06
12076,"Kanon","DC",2000,"Adventure","NEC Interchannel",0,0,0.06,0,0.06
12077,"NanoBreaker","PS2",2005,"Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06
12078,"Bionicle","XB",2003,"Action","Electronic Arts",0.05,0.01,0,0,0.06
12079,"My Pet Shop","DS",2008,"Simulation","Square Enix",0.06,0,0,0,0.06
12080,"Guitar Freaks 3rdMIX & DrumMania 2ndMIX","PS2",2000,"Simulation","Konami Digital Entertainment",0,0,0.06,0,0.06
12081,"Miami Vice: The Game","PSP",2006,"Shooter","Activision",0.06,0,0,0,0.06
12082,"Santa Claus Is Comin' to Town!","Wii",2011,"Puzzle","Crave Entertainment",0.06,0,0,0,0.06
12083,"BMX XXX","GC",2002,"Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06
12084,"Broken Sword 5: The Serpent's Curse","PS4",2015,"Adventure","Revolution Software",0,0.06,0,0.01,0.06
12085,"Disney's Magical Quest 2 Starring Mickey and Minnie","GBA",2003,"Action","Capcom",0.05,0.02,0,0,0.06
12086,"Aggressive Inline","XB",2002,"Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06
12087,"Western Riding Academy","DS",2010,"Simulation","Destineer",0.06,0,0,0,0.06
12088,"My Pet Chimp","DS",2010,"Simulation","505 Games",0.06,0,0,0,0.06
12089,"Frogger: Helmet Chaos","DS",2005,"Platform","Konami Digital Entertainment",0.06,0,0,0,0.06
12090,"Ikki Tousen: Xross Impact","PSP",2010,"Action","Marvelous Interactive",0,0,0.06,0,0.06
12091,"Bullet Girls","PSV",2014,"Action","D3Publisher",0,0,0.06,0,0.06
12092,"Paws & Claws: Marine Rescue","DS",2011,"Simulation","THQ",0.06,0,0,0,0.06
12093,"Super Mahjong 2: Honkaku 4Jin Uchi","SNES",1993,"Misc","Imax",0,0,0.06,0,0.06
12094,"XGRA: Extreme G Racing Association","PS2",2003,"Racing","Acclaim Entertainment",0.03,0.02,0,0.01,0.06
12095,"Cabela's Trophy Bucks","Wii",2008,"Sports","Activision Value",0.06,0,0,0,0.06
12096,"Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!","DS",2007,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12097,"Pop'n Music Portable 2","PSP",2011,"Misc","Konami Digital Entertainment",0,0,0.06,0,0.06
12098,"Fist of the North Star: Ken's Rage 2","X360",2012,"Fighting","Tecmo Koei",0.03,0.01,0.02,0,0.06
12099,"Smart Boy's Toys Club","DS",2008,"Misc","505 Games",0.06,0,0,0,0.06
12100,"Ys vs. Sora no Kiseki: Alternative Saga","PSP",2010,"Fighting","Falcom Corporation",0,0,0.06,0,0.06
12101,"Naruto: Ultimate Ninja Heroes (JP sales)","PSP",2006,"Fighting","Namco Bandai Games",0,0,0.06,0,0.06
12102,"Max & the Magic Marker","DS",2011,"Platform","Unknown",0,0.06,0,0,0.06
12103,"Legend of the Dragon","Wii",2007,"Fighting","Game Factory",0.06,0,0,0,0.06
12104,"Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin","DS",2008,"Adventure","Marvelous Interactive",0,0,0.06,0,0.06
12105,"Ray Tracers","PS",1997,"Racing","Sony Computer Entertainment",0.04,0.02,0,0,0.06
12106,"Monster Madness: Grave Danger","PS3",2008,"Shooter","SouthPeak Games",0.05,0.01,0,0.01,0.06
12107,"Sprung - A Game Where Everyone Scores","DS",2004,"Adventure","Ubisoft",0.06,0,0,0,0.06
12108,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono","PS2",2009,"Misc","D3Publisher",0,0,0.06,0,0.06
12109,"Nicola Kanshuu: Model * Oshare Audition","DS",2010,"Misc","Alchemist",0,0,0.06,0,0.06
12110,"Rugby 15","PSV",2015,"Sports","Bigben Interactive",0,0.05,0,0.01,0.06
12111,"Kururin Paradise","GBA",2002,"Puzzle","Unknown",0,0,0.06,0,0.06
12112,"Kiniro no Corda 2","PS2",2007,"Role-Playing","Tecmo Koei",0,0,0.06,0,0.06
12113,"Fast Food Panic","Wii",2009,"Simulation","Nobilis",0.06,0,0,0,0.06
12114,"Samurai Warriors Chronicles 3","PSV",2014,"Action","Tecmo Koei",0,0,0.06,0,0.06
12115,"Dynasty Warriors Vs","3DS",2012,"Action","Ackkstudios",0,0,0.06,0,0.06
12116,"Another Code R: A Journey into Lost Memories","Wii",2009,"Adventure","Nintendo",0,0.03,0.03,0,0.06
12117,"Gallop Racer 2004","PS2",2004,"Sports","Zoo Digital Publishing",0.03,0.02,0,0.01,0.06
12118,"Rayman: Hoodlum's Revenge","GBA",2005,"Platform","Ubisoft",0.05,0.02,0,0,0.06
12119,"Sunrise Eiyuutan R","PS2",2000,"Role-Playing","Sunrise Interactive",0,0,0.06,0,0.06
12120,"Mobile Suit Gundam Seed: Never Ending Tomorrow","PS2",2004,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06
12121,"The Book of Unwritten Tales: The Critter Chronicles","PC",2011,"Action","Crimson Cow",0,0.05,0,0.01,0.06
12122,"Octomania","Wii",2007,"Puzzle","Midas Interactive Entertainment",0.06,0,0,0,0.06
12123,"F1 2001","XB",2001,"Racing","Electronic Arts",0.05,0.01,0,0,0.06
12124,"Fishing Master (jp sales)","Wii",2007,"Sports","Konami Digital Entertainment",0,0,0.06,0,0.06
12125,"Zill O'll Infinite Plus","PSP",2009,"Role-Playing","Tecmo Koei",0,0,0.06,0,0.06
12126,"Pawly Pets: My Vet Practice","DS",2007,"Strategy","Ubisoft",0,0.06,0,0.01,0.06
12127,"Tonka Rescue Patrol","GC",2003,"Action","TDK Mediactive",0.05,0.01,0,0,0.06
12128,"GunGriffon II","SAT",1998,"Simulation","ESP",0,0,0.06,0,0.06
12129,"Crimson Gem Saga","PSP",2008,"Role-Playing","Sega",0.06,0,0,0,0.06
12130,"Legend of Kay","PS4",2015,"Action","Nordic Games",0.02,0.03,0,0.01,0.06
12131,"Order Up!!","PS3",2011,"Action","Funbox Media",0.04,0.01,0,0.01,0.06
12132,"Steambot Chronicles: Battle Tournament","PSP",2008,"Fighting","Irem Software Engineering",0.05,0,0.01,0,0.06
12133,"Bomberman Land","PSP",2007,"Misc","Hudson Entertainment",0.06,0,0,0.01,0.06
12134,"Spy Fox in Dry Cereal","Wii",2008,"Adventure","Majesco Entertainment",0.06,0,0,0,0.06
12135,"Cel Damage","GC",2002,"Racing","Electronic Arts",0.05,0.01,0,0,0.06
12136,"Lego Batman 3: Beyond Gotham","PC",2014,"Action","Warner Bros. Interactive Entertainment",0,0.06,0,0.01,0.06
12137,"Killer Instinct (2013)","XOne",2013,"Fighting","Microsoft Game Studios",0.03,0.03,0,0.01,0.06
12138,"Famicom Mini: Balloon Fight","GBA",2004,"Action","Nintendo",0,0,0.06,0,0.06
12139,"Steins;Gate: Senkei Kousoku no Phonogram","PS3",2013,"Adventure","5pb",0,0,0.06,0,0.06
12140,"Seaman 2: Peking Genjin Ikusei Kit","PS2",2007,"Simulation","Sega",0,0,0.06,0,0.06
12141,"Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!","DS",2008,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12142,"Bionicle Heroes","DS",2006,"Shooter","Eidos Interactive",0.06,0,0,0,0.06
12143,"Ratchet & Clank Collection","PSV",2014,"Action","Sony Computer Entertainment",0,0.05,0,0.01,0.06
12144,"The Pinball of the Dead","GBA",2002,"Misc","Sega",0.05,0.02,0,0,0.06
12145,"Growlanser IV: Over Reloaded","PSP",2011,"Role-Playing","Atlus",0,0,0.06,0,0.06
12146,"Arc the Lad: End of Darkness","PS2",2004,"Role-Playing","Sony Computer Entertainment",0.03,0.02,0,0.01,0.06
12147,"Tom Clancy's Splinter Cell: Pandora Tomorrow","GBA",2004,"Action","Ubisoft",0.05,0.02,0,0,0.06
12148,"The King of Route 66","PS2",2003,"Racing","Sega",0.03,0.02,0,0.01,0.06
12149,"Sherlock Holmes: Crimes & Punishments","X360",2014,"Adventure","Focus Home Interactive",0.03,0.03,0,0.01,0.06
12150,"Bubble Bobble also featuring Rainbow Islands","PS",1995,"Puzzle","Acclaim Entertainment",0.04,0.02,0,0,0.06
12151,"Intellivision Lives!","GC",2004,"Misc","Crave Entertainment",0.05,0.01,0,0,0.06
12152,"Star Wars Knights of the Old Republic II: The Sith Lords","PC",2005,"Role-Playing","LucasArts",0.01,0.04,0,0.01,0.06
12153,"Panzer Tactics","DS",2007,"Strategy","10TACLE Studios",0.06,0,0,0,0.06
12154,"Pro Yaky? Spirits 2013","PSV",2013,"Sports","Konami Digital Entertainment",0,0,0.06,0,0.06
12155,"Robotica","SAT",1994,"Shooter","Sega",0,0,0.06,0,0.06
12156,"Deathrow: Underground Team Combat","XB",2002,"Sports","Ubisoft",0.05,0.01,0,0,0.06
12157,"Land of the Dead: Road to Fiddler's Green","XB",2005,"Shooter","Groove Games",0.05,0.01,0,0,0.06
12158,"R-Types","PS",1998,"Shooter","Virgin Interactive",0.04,0.02,0,0,0.06
12159,"Star Fighter","PS",1995,"Shooter","Telstar",0.04,0.02,0,0,0.06
12160,"Kuukan * Zukei: Hirameki Training - KuuTore","DS",2008,"Misc","Benesse",0,0,0.06,0,0.06
12161,"Osu! Tatakae! Ouendan","DS",2005,"Misc","Nintendo",0,0,0.06,0,0.06
12162,"Dissidia: Final Fantasy Universal Tuning","PSP",2009,"Fighting","Square Enix",0,0,0.06,0,0.06
12163,"Game Center CX: 3-Choume no Arino","3DS",2014,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12164,"Age of Empires Online","PC",2011,"Strategy","Microsoft Game Studios",0.01,0.04,0,0.01,0.06
12165,"Alien Syndrome","Wii",2007,"Role-Playing","Sega",0.06,0,0,0,0.06
12166,"Meitantei Conan: Aoki Houseki no Rinbukyoku","DS",2011,"Adventure","Namco Bandai Games",0,0,0.06,0,0.06
12167,"The Legend of Heroes: Trails in the Sky Second Chapter","PSP",2007,"Role-Playing","Falcom Corporation",0,0,0.06,0,0.06
12168,"Challenge Me: Brain Puzzles","DS",2009,"Puzzle","Oxygen Interactive",0.06,0,0,0,0.06
12169,"Legend of Kay","DS",2010,"Action","JoWood Productions",0.06,0,0,0,0.06
