"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Revenue"
14236,"Graffiti Kingdom","PS2",2004,"Role-Playing","505 Games",0.01,0.01,0,0,0.03,"0"
14237,"Langrisser: Re:Incarnation Tensei","3DS",2015,"Role-Playing","Extreme Entertainment Group",0.02,0,0.01,0,0.03,"0"
14238,"Nettou! Powerful Koushien","DS",2010,"Sports","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14239,"Lords of the Fallen","PC",2014,"Role-Playing","Square Enix",0,0.03,0,0,0.03,"0"
14240,"Great Edo Blacksmith","PSV",2014,"Adventure","Nippon Ichi Software",0,0,0.03,0,0.03,"0"
14241,"Armored Core SL: Silent Line Portable","PSP",2009,"Simulation","From Software",0,0,0.03,0,0.03,"0"
14242,"Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","WiiU",2014,"Misc","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14243,"To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen","PSP",2008,"Adventure","Marvelous Interactive",0,0,0.03,0,0.03,"0"
14244,"Lethal Enforcers I & II","PS",1996,"Shooter","Konami Digital Entertainment",0.02,0.01,0,0,0.03,"0"
14245,"Klonoa 2: Dream Champ Tournament","GBA",2002,"Platform","Namco Bandai Games",0.02,0.01,0,0,0.03,"0"
14246,"Shantae and the Pirate's Curse","3DS",2015,"Platform","Intergrow",0,0,0.03,0,0.03,"0"
14247,"Minna no Golf Jou Vol.1","PSP",2007,"Sports","Sony Computer Entertainment",0,0,0.03,0,0.03,"0"
14248,"The Peanuts Movie: Snoopy's Grand Adventure","3DS",2015,"Action","Activision",0,0.03,0,0,0.03,"0"
14249,"Resident Evil 4","PC",2007,"Action","Ubisoft",0,0.02,0,0.01,0.03,"0"
14250,"Power Rangers Super Megaforce","3DS",2014,"Action","Namco Bandai Games",0.01,0.01,0,0,0.03,"0"
14251,"Teenage Mutant Ninja Turtles: Mutants in Manhattan","X360",2016,"Action","Activision",0.01,0.02,0,0,0.03,"0"
14252,"Cabela's Big Game Hunter: Pro Hunts","PS3",2014,"Shooter","Activision",0.03,0,0,0,0.03,"0"
14253,"Super Collapse! II","GBA",2004,"Puzzle","Majesco Entertainment",0.02,0.01,0,0,0.03,"0"
14254,"Ducati World Racing Challenge","PS",2001,"Racing","Acclaim Entertainment",0.02,0.01,0,0,0.03,"0"
14255,"Pop'n Music 14 Fever!","PS2",2007,"Misc","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14256,"Golden Nugget Casino / Texas Hold 'Em Double Pack","GBA",2005,"Misc","Majesco Entertainment",0.02,0.01,0,0,0.03,"0"
14257,"Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito","PSP",2010,"Role-Playing","Gust",0,0,0.03,0,0.03,"0"
14258,"Lux-Pain (JP sales)","DS",2008,"Adventure","Rising Star Games",0,0,0.03,0,0.03,"0"
14259,"Smashing Drive","GBA",2004,"Racing","Zoo Digital Publishing",0.02,0.01,0,0,0.03,"0"
14260,"Senko no Ronde DUO","X360",2010,"Fighting","G.Rev",0,0,0.03,0,0.03,"0"
14261,"Starshot: Space Circus Fever","N64",1998,"Platform","Infogrames",0.02,0.01,0,0,0.03,"0"
14262,"Charlie Blasts Territory","N64",1999,"Action","Kemco",0.02,0.01,0,0,0.03,"0"
14263,"Big Mountain 2000","N64",1998,"Sports","Imagineer",0.02,0.01,0,0,0.03,"0"
14264,"Tokimeki Memorial Girl's Side 1st Love Plus","DS",2009,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14265,"CIMA: The Enemy","GBA",2003,"Role-Playing","Marvelous Interactive",0.02,0.01,0,0,0.03,"0"
14266,"N+","PSP",2007,"Platform","Atari",0.03,0,0,0,0.03,"0"
14267,"Katekyoo Hitman Reborn! Kizuna no Tag Battle","PSP",2010,"Fighting","Marvelous Interactive",0,0,0.03,0,0.03,"0"
14268,"Code Geass: Hangyaku no Lelouch","DS",2007,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14269,"GTR Evolution","PC",2008,"Racing","Atari",0,0.02,0,0.01,0.03,"0"
14270,"Hudson x GReeeeN Live!? DeeeeS!?","DS",2010,"Misc","Hudson Soft",0,0,0.03,0,0.03,"0"
14271,"Daibakushou: Jinsei Gekijou","SNES",1995,"Misc","Taito",0,0,0.03,0,0.03,"0"
14272,"Marble Madness / Klax","GBA",2005,"Puzzle","Zoo Digital Publishing",0.02,0.01,0,0,0.03,"0"
14273,"Downstream Panic!","PSP",2008,"Action","Atari",0.03,0,0,0,0.03,"0"
14274,"DJ Max Portable 3","PSP",2010,"Misc","CyberFront",0.01,0,0.02,0,0.03,"0"
14275,"Suzumiya Haruhi no Chokuretsu","DS",2009,"Adventure","Sega",0,0,0.03,0,0.03,"0"
14276,"SimCity","PC",1988,"Simulation","Maxis",0,0.02,0,0.01,0.03,"0"
14277,"The Idolmaster: Gravure For You! Vol. 5","PS3",2012,"Misc","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14278,"S.Y.K Renshouden","PS2",2010,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14279,"Casino Chaos With Las Vegas Players Collection","PC",2011,"Misc","THQ",0.03,0,0,0,0.03,"0"
14280,"Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future","PSP",2011,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14281,"Konpeki no Kantai","SNES",1995,"Strategy","Angel Studios",0,0,0.03,0,0.03,"0"
14282,"D.C.I.F.: Da Capo Innocent Finale","PS2",2009,"Adventure","Sweets",0,0,0.03,0,0.03,"0"
14283,"Galaxy Angel II: Mugen Kairou no Kagi","PS2",2007,"Strategy","Broccoli",0,0,0.03,0,0.03,"0"
14284,"Nectaris: Military Madness","PS",1998,"Strategy","Hudson Soft",0.02,0.01,0,0,0.03,"0"
14285,"Doom 3 BFG Edition","PC",2012,"Shooter","Bethesda Softworks",0,0.02,0,0.01,0.03,"0"
14286,"Tenka-bito","PS2",2006,"Strategy","Sega",0,0,0.03,0,0.03,"0"
14287,"BRAHMA Force: The Assault on Beltlogger 9","PS",1996,"Shooter","JVC",0.02,0.01,0,0,0.03,"0"
14288,"Petz: Dolphinz Encounter","DS",2009,"Simulation","Ubisoft",0.01,0.01,0,0,0.03,"0"
14289,"Star Trek: Tactical Assault","PSP",2006,"Strategy","Ubisoft",0.02,0.01,0,0,0.03,"0"
14290,"Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen","DS",2009,"Action","Takara Tomy",0,0,0.03,0,0.03,"0"
14291,"Robo Pit","PS",1995,"Fighting","Kokopeli Digital Studios",0.02,0.01,0,0,0.03,"0"
14292,"Emily Archer and the Curse of Tutankhamun","DS",2011,"Adventure","Mastertronic",0,0.03,0,0,0.03,"0"
14293,"Story Hour: Adventures","Wii",2008,"Adventure","Zoo Digital Publishing",0.03,0,0,0,0.03,"0"
14294,"Braid","PC",2009,"Platform","Number None",0,0.02,0,0.01,0.03,"0"
14295,"Muv-Luv Alternative: Total Eclipse","PS3",2013,"Simulation","5pb",0,0,0.03,0,0.03,"0"
14296,"R-Type III: The Third Lightning","GBA",2004,"Shooter","Zoo Digital Publishing",0.02,0.01,0,0,0.03,"0"
14297,"Star Wars: The Force Unleashed II","PC",2010,"Action","LucasArts",0.03,0,0,0,0.03,"0"
14298,"Need for Speed (2015)","PC",2016,"Racing","Electronic Arts",0,0.03,0,0,0.03,"0"
14299,"Hakuouki","PS2",2008,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14300,"Princess Natasha: Student, Secret Agent, Princess","DS",2006,"Action","Zoo Digital Publishing",0.03,0,0,0,0.03,"0"
14301,"Atomic Betty","GBA",2005,"Puzzle","Atari",0.02,0.01,0,0,0.03,"0"
14302,"Monster Hunter Frontier Online: Season 10","X360",2011,"Role-Playing","Capcom",0,0,0.03,0,0.03,"0"
14303,"Robin Hood: Defender of the Crown","XB",2003,"Strategy","Capcom",0.02,0.01,0,0,0.03,"0"
14304,"Street Jam Basketball","GBA",2004,"Sports","Zoo Digital Publishing",0.02,0.01,0,0,0.03,"0"
14305,"Master of Monsters: Disciples of Gaia","PS",1997,"Strategy","Agetec",0.02,0.01,0,0,0.03,"0"
14306,"Armored Core: Last Raven Portable","PSP",2010,"Simulation","From Software",0,0,0.03,0,0.03,"0"
14307,"SD Gundam: Gashapon Wars","Wii",2010,"Strategy","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14308,"Commander: Conquest of the Americas","PC",2010,"Strategy","Paradox Interactive",0,0.02,0,0.01,0.03,"0"
14309,"Curious George","XB",2006,"Action","Namco Bandai Games",0.02,0.01,0,0,0.03,"0"
14310,"Disney's Aladdin","GBA",2003,"Platform","Capcom",0.02,0.01,0,0,0.03,"0"
14311,"Royal Palace of White Sword and The City of Gentiles","PC",2009,"Role-Playing","Take-Two Interactive",0,0.02,0,0.01,0.03,"0"
14312,"Virtual Pool: Tournament Edition","XB",2005,"Sports","Global Star",0.02,0.01,0,0,0.03,"0"
14313,"Kung Fu Panda: Showdown of Legendary Legends","X360",2015,"Action","Little Orbit",0,0.03,0,0,0.03,"0"
14314,"Nippon no Asoko de","PSP",2008,"Misc","Sony Computer Entertainment",0,0,0.03,0,0.03,"0"
14315,"007: Quantum of Solace","PC",2008,"Action","Activision",0.01,0.01,0,0,0.03,"0"
14316,"MapleStory DS","DS",2010,"Role-Playing","Nexon",0,0,0.03,0,0.03,"0"
14317,"Phantasy Star Online 2: Episode 3 Deluxe Package","PSV",2015,"Action","Sega",0,0,0.03,0,0.03,"0"
14318,"Pimp My Ride: Street Racing","DS",2009,"Racing","Activision",0.03,0,0,0,0.03,"0"
14319,"Let's Dance with Mel B","PS3",2011,"Sports","Black Bean Games",0,0.02,0,0.01,0.03,"0"
14320,"Popeye: Rush for Spinach","GBA",2005,"Platform","Atari",0.02,0.01,0,0,0.03,"0"
14321,"Culdcept","PS2",2002,"Strategy","Sega",0.01,0.01,0,0,0.03,"0"
14322,"Beyblade Evolution","3DS",2013,"Action","Rising Star Games",0.02,0.01,0,0,0.03,"0"
14323,"Pro Cycling Manager 2016","PC",2016,"Sports","Focus Home Interactive",0,0.03,0,0,0.03,"0"
14324,"Blue Breaker: Ken Yorimo Hohoemi o","PCFX",1996,"Role-Playing","NEC",0,0,0.03,0,0.03,"0"
14325,"BeatMania IIDX 15: DJ Troopers","PS2",2008,"Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14326,"Heathcliff! The Fast and the Furriest","Wii",2010,"Racing","Storm City Games",0.03,0,0,0,0.03,"0"
14327,"Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special","PSV",2015,"Role-Playing","Compile Heart",0,0,0.03,0,0.03,"0"
14328,"Planet of the Apes","GBA",2001,"Action","Ubisoft",0.02,0.01,0,0,0.03,"0"
14329,"Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa","PSP",2011,"Misc","Unknown",0,0,0.03,0,0.03,"0"
14330,"Worms","PS3",2009,"Strategy","Sony Computer Entertainment",0,0.02,0,0.01,0.03,"0"
14331,"Drake & Josh: Talent Showdown","DS",2007,"Adventure","THQ",0.03,0,0,0,0.03,"0"
14332,"Real World Golf","XB",2006,"Sports","Mad Catz",0.02,0.01,0,0,0.03,"0"
14333,"Winx Club: Rockstars","DS",2010,"Adventure","Namco Bandai Games",0,0.03,0,0,0.03,"0"
14334,"Hissatsu Pachinko Collection 3","SNES",1995,"Misc","Sunsoft",0,0,0.03,0,0.03,"0"
14335,"Oumagatoki: Kaidan Romance","PSP",2012,"Action","Quinrose",0,0,0.03,0,0.03,"0"
14336,"Jack Keane","PC",2008,"Adventure","Kalypso Media",0,0.02,0,0,0.03,"0"
14337,"World of Zoo","PC",2009,"Simulation","THQ",0,0.02,0,0.01,0.03,"0"
14338,"Kung Fu Panda: Legendary Warriors","DS",2008,"Action","Activision",0.02,0,0,0,0.03,"0"
14339,"Mahjong Kakutou Club: Zenkoku Taisenban","PS3",2006,"Misc","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14340,"Hayate no Gotoku! Nightmare Paradise","PSP",2009,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14341,"NBA 08","PSP",2007,"Sports","Sony Computer Entertainment",0.03,0,0,0,0.03,"0"
14342,"Secret Files 2: Puritas Cordis","Wii",2009,"Adventure","Deep Silver",0,0.03,0,0,0.03,"0"
14343,"Nanashi no Game Me","DS",2009,"Action","Square Enix",0,0,0.03,0,0.03,"0"
14344,"Heroes of Hellas 2: Olympia","DS",2012,"Puzzle","Unknown",0,0.03,0,0,0.03,"0"
14345,"Young Justice: Legacy","3DS",2013,"Action","Namco Bandai Games",0.03,0,0,0,0.03,"0"
14346,"Syberia","PC",2002,"Action","Microids",0,0.02,0,0,0.03,"0"
14347,"Bladestorm: Nightmare","PS3",2015,"Action","Tecmo Koei",0,0,0.03,0,0.03,"0"
14348,"NatGeo Challenge! Wild Life","X360",2010,"Misc","Black Bean Games",0,0.02,0,0,0.03,"0"
14349,"Higurashi no Naku Koro ni Iki","PSV",2015,"Action","Kaga Create",0,0,0.03,0,0.03,"0"
14350,"HappinessCharge PreCure! Kawarun Collection","3DS",2014,"Misc","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14351,"Dream Pinball 3D","DS",2008,"Misc","SouthPeak Games",0.03,0,0,0,0.03,"0"
14352,"DICE: DNA Integrated Cybernetic Enterprises","PS2",2005,"Shooter","Namco Bandai Games",0.01,0.01,0,0,0.03,"0"
14353,"Battlefield 1942: The WW II Anthology","PC",2004,"Shooter","Electronic Arts",0.01,0.01,0,0,0.03,"0"
14354,"Treasure Gaust: Gaust Diver Crimson Red / Deep Purple","DS",2007,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14355,"Megpoid the Music#","PSP",2013,"Misc","Asgard",0,0,0.03,0,0.03,"0"
14356,"Game of Thrones (Telltale)","XOne",2015,"Adventure","Telltale Games",0.03,0,0,0,0.03,"0"
14357,"Wallace & Gromit in Project Zoo","XB",2003,"Platform","BAM! Entertainment",0.02,0.01,0,0,0.03,"0"
14358,"Rugby League Live","PS3",2010,"Sports","Home Entertainment Suppliers",0,0.02,0,0.01,0.03,"0"
14359,"Grid Runner","PS",1996,"Action","Virgin Interactive",0.02,0.01,0,0,0.03,"0"
14360,"Saihai no Yukue","DS",2008,"Strategy","Tecmo Koei",0,0,0.03,0,0.03,"0"
14361,"Metal Dungeon","XB",2002,"Role-Playing","Xicat Interactive",0.02,0.01,0,0,0.03,"0"
14362,"Drome Racers","GC",2003,"Racing","Electronic Arts",0.02,0.01,0,0,0.03,"0"
14363,"Guitar Freaks V & DrumMania V","PS2",2006,"Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14364,"Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou","DS",2009,"Adventure","Level 5",0,0,0.03,0,0.03,"0"
14365,"Driver: Parallel Lines","Wii",2007,"Racing","Ubisoft",0.01,0.01,0,0,0.03,"0"
14366,"Doom","PC",1992,"Shooter","id Software",0.02,0,0,0,0.03,"0"
14367,"Gekido Advance: Kintaro's Revenge","GBA",2002,"Action","Zoo Digital Publishing",0.02,0.01,0,0,0.03,"0"
14368,"OZMAFIA!! -vivace-","PSV",2015,"Adventure","dramatic create",0,0,0.03,0,0.03,"0"
14369,"Girls Only","DS",2010,"Simulation","Foreign Media Games",0.03,0,0,0,0.03,"0"
14370,"Future Tactics: The Uprising","XB",2004,"Strategy","JoWood Productions",0.02,0.01,0,0,0.03,"0"
14371,"Power Poke Dash","GBA",2006,"Sports","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14372,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono","DS",2009,"Misc","D3Publisher",0,0,0.03,0,0.03,"0"
14373,"Detective Opera: Milky Holmes 2","PSP",2012,"Adventure","BushiRoad",0,0,0.03,0,0.03,"0"
14374,"Turn It Around","DS",2006,"Action","505 Games",0.03,0,0,0,0.03,"0"
14375,"Blaze Union: Story to Reach the Future","PSP",2010,"Role-Playing","Sting",0,0,0.03,0,0.03,"0"
14376,"Attack on Titan (KOEI)","XOne",2016,"Action","Tecmo Koei",0.01,0.01,0,0,0.03,"0"
14377,"Medabots Girls Mission: Metabee Ver. / Rokusho Ver.","3DS",2016,"Role-Playing","Rocket Company",0,0,0.03,0,0.03,"0"
14378,"Race Driver 2006","PSP",2006,"Racing","Codemasters",0.03,0,0,0,0.03,"0"
14379,"Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna","DS",2010,"Adventure","Alchemist",0,0,0.03,0,0.03,"0"
14380,"Buffy the Vampire Slayer: Wrath of the Darkhul King","GBA",2003,"Action","THQ",0.02,0.01,0,0,0.03,"0"
14381,"My Hero Academia: Battle for All","3DS",2016,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14382,"Nisekoi: Yomeiri!?","PSV",2014,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14383,"New Tokyo Legacy: Operation Babel","PSV",2015,"Role-Playing","5pb",0,0,0.03,0,0.03,"0"
14384,"Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa","PS3",2011,"Misc","Unknown",0,0,0.03,0,0.03,"0"
14385,"Rugby League Live 3","X360",2015,"Action","Tru Blu Entertainment",0,0.03,0,0,0.03,"0"
14386,"Triple Pack: Xbox Live Arcade Compilation","X360",2011,"Misc","Microsoft Game Studios",0.03,0,0,0,0.03,"0"
14387,"101-in-1 Sports Party Megamix","Wii",2010,"Sports","Nordcurrent",0.02,0,0,0,0.03,"0"
14388,"Roadsters","PS",2000,"Racing","Titus",0.02,0.01,0,0,0.03,"0"
14389,"The Croods: Prehistoric Party!","WiiU",2013,"Misc","D3Publisher",0.01,0.01,0,0,0.03,"0"
14390,"Exist Archive: The Other Side of the Sky","PS4",2015,"Role-Playing","Aksys Games",0,0,0.03,0,0.03,"0"
14391,"DeathSmiles II","X360",2010,"Shooter","Cave",0,0,0.03,0,0.03,"0"
14392,"Romance of the Three Kingdoms II","3DS",2015,"Strategy","Tecmo Koei",0,0,0.03,0,0.03,"0"
14393,"Calcio Bit","GBA",2006,"Sports","Nintendo",0,0,0.03,0,0.03,"0"
14394,"Monsters vs. Aliens","PC",2009,"Action","Activision",0.01,0.01,0,0,0.03,"0"
14395,"Whiteout","XB",2002,"Racing","Konami Digital Entertainment",0.02,0.01,0,0,0.03,"0"
14396,"Hyakumanton no Bara Bara","PSP",2010,"Strategy","Sony Computer Entertainment",0,0,0.03,0,0.03,"0"
14397,"Galaxy Angel II: Zettairyouiki no Tobira","PS2",2006,"Strategy","Broccoli",0,0,0.03,0,0.03,"0"
14398,"The Great Mystery Hidden Object Package 5","PC",2015,"Adventure","Rondomedia",0,0.03,0,0,0.03,"0"
14399,"1000 Cooking Recipes from ELLE à table","DS",2010,"Misc","Nintendo",0,0.02,0,0,0.03,"0"
14400,"Hajime no Ippo: The Fighting","GBA",2002,"Fighting","ESP",0,0,0.03,0,0.03,"0"
14401,"Merv Griffin's Crosswords","DS",2008,"Puzzle","ValuSoft",0.03,0,0,0,0.03,"0"
14402,"Stellaris","PC",2016,"Strategy","Paradox Interactive",0,0.03,0,0,0.03,"0"
14403,"Spectral Souls: Resurrection of the Ethereal Empires","PSP",2005,"Role-Playing","Idea Factory",0.03,0,0,0,0.03,"0"
14404,"Sokukoku no Kusabi: Hiiro no Kakera 3 Portable","PSP",2010,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14405,"Syberia II","XB",2004,"Adventure","Ubisoft",0.02,0.01,0,0,0.03,"0"
14406,"PopCap Hits! Vol 2","X360",2011,"Misc","Mastertronic",0,0.03,0,0,0.03,"0"
14407,"Ao no Kanata no Four Rhythm","PSV",2016,"Adventure","Unknown",0,0,0.03,0,0.03,"0"
14408,"Motor Trend presents Lotus Challenge","XB",2003,"Racing","Xicat Interactive",0.02,0.01,0,0,0.03,"0"
14409,"Mystery Trackers: The Void","PC",2011,"Puzzle","Focus Home Interactive",0,0.02,0,0.01,0.03,"0"
14410,"Trine 2","WiiU",2012,"Platform","Atlus",0,0.03,0,0,0.03,"0"
14411,"Bleach DS 4th: Flame Bringer","DS",2009,"Action","Sega",0,0,0.03,0,0.03,"0"
14412,"Pacific Liberator","Wii",2009,"Action","Zoo Games",0.03,0,0,0,0.03,"0"
14413,"Botanicula","PC",2012,"Adventure","Daedalic Entertainment",0,0.02,0,0,0.03,"0"
14414,"Parfait","PSV",2015,"Adventure","TGL",0,0,0.03,0,0.03,"0"
14415,"Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure","DS",2009,"Adventure","Level 5",0,0,0.03,0,0.03,"0"
14416,"The King of Fighters Portable '94~'98: Chapter of Orochi","PSP",2010,"Fighting","SNK Playmore",0,0,0.03,0,0.03,"0"
14417,"Puzzle Challenge: Crosswords and More!","Wii",2009,"Puzzle","Crave Entertainment",0.03,0,0,0,0.03,"0"
14418,"Nisenochigiri: Omoide no Saki e","PSP",2011,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14419,"Rugby League Live","X360",2010,"Sports","Home Entertainment Suppliers",0,0.02,0,0,0.03,"0"
14420,"Age of Conan: Rise of the Godslayer","PC",2010,"Role-Playing","Funcom",0,0.02,0,0,0.03,"0"
14421,"Totally Spies! Totally Party","PC",2008,"Misc","Ubisoft",0,0.02,0,0,0.03,"0"
14422,"Battlefield Vietnam","PC",2004,"Shooter","Electronic Arts",0,0.02,0,0,0.03,"0"
14423,"In Cold Blood","PS",2000,"Adventure","Sony Computer Entertainment",0.02,0.01,0,0,0.03,"0"
14424,"Mega Minis Volume 2","PSP",2011,"Misc","Sony Computer Entertainment",0,0.02,0,0.01,0.03,"0"
14425,"Kamigami no Asobi","PSP",2013,"Adventure","Broccoli",0,0,0.03,0,0.03,"0"
14426,"Fireblade","GC",2002,"Action","Midway Games",0.02,0.01,0,0,0.03,"0"
14427,"Kong: King of Atlantis","GBA",2005,"Action","THQ",0.02,0.01,0,0,0.03,"0"
14428,"Kidou Senshi V Gundam","SNES",1994,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14429,"Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki","DS",2005,"Action","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14430,"The Settlers II 10th Anniversary","PC",2006,"Action","Ubisoft",0,0.02,0,0,0.03,"0"
14431,"Wrestle Angels: Survivor 2","PS2",2008,"Fighting","Tryfirst",0,0,0.03,0,0.03,"0"
14432,"Onechanbara Z Kagura","X360",2012,"Action","D3Publisher",0,0,0.03,0,0.03,"0"
14433,"Ride","PC",2015,"Racing","Milestone S.r.l.",0,0.03,0,0,0.03,"0"
14434,"The King of Fighters 02/03","XB",2005,"Fighting","SNK Playmore",0.02,0.01,0,0,0.03,"0"
14435,"ESPN Winter X Games: Snowboarding 2002","XB",2002,"Sports","Konami Digital Entertainment",0.02,0.01,0,0,0.03,"0"
14436,"Betty Boop's Double Shift","DS",2007,"Puzzle","Zoo Digital Publishing",0.03,0,0,0,0.03,"0"
14437,"Warhammer: Mark of Chaos","PC",2006,"Strategy","Deep Silver",0,0.02,0,0,0.03,"0"
14438,"Tsuku Monogatari","PSP",2011,"Adventure","FuRyu",0,0,0.03,0,0.03,"0"
14439,"Vitamin Z","PS2",2009,"Adventure","D3Publisher",0,0,0.03,0,0.03,"0"
14440,"Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu","PSP",2011,"Adventure","Alchemist",0,0,0.03,0,0.03,"0"
14441,"Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen","PSP",2010,"Adventure","Yeti",0,0,0.03,0,0.03,"0"
14442,"Harukanaru Toki no Naka de 5: Kazahanaki","PSP",2012,"Role-Playing","Ackkstudios",0,0,0.03,0,0.03,"0"
14443,"Nobunaga no Yabou DS 2","DS",2008,"Strategy","Tecmo Koei",0,0,0.03,0,0.03,"0"
14444,"The IdolM@ster: Gravure For You! Vol. 6","PS3",2012,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14445,"Schlag den Raab","PC",2010,"Misc","Namco Bandai Games",0,0.02,0,0.01,0.03,"0"
14446,"Ghostbusters (2016)","PS4",2016,"Action","Activision",0.02,0,0,0.01,0.03,"0"
14447,"Secrets of the Titanic","DS",2012,"Action","Avanquest Software",0,0.02,0,0,0.03,"0"
14448,"Metal Saga: Hagane no Kisetsu","DS",2006,"Role-Playing","Success",0,0,0.03,0,0.03,"0"
14449,"Animaniacs: The Great Edgar Hunt","GC",2005,"Platform","Ignition Entertainment",0.02,0.01,0,0,0.03,"0"
14450,"Safari Adventures: Africa","DS",2008,"Adventure","Neko Entertainment",0.03,0,0,0,0.03,"0"
14451,"Harukanaru Toki no Naka de 6","PSV",2015,"Action","Tecmo Koei",0,0,0.03,0,0.03,"0"
14452,"Dream Club Zero Portable","PSV",2011,"Simulation","D3Publisher",0,0,0.03,0,0.03,"0"
14453,"Samurai Warriors 2","PS3",2013,"Action","Tecmo Koei",0,0,0.03,0,0.03,"0"
14454,"Cossacks: European Wars","PC",2001,"Strategy","Strategy First",0,0.02,0,0,0.03,"0"
14455,"The Island of Dr. Frankenstein","Wii",2009,"Adventure","Storm City Games",0.03,0,0,0,0.03,"0"
14456,"TV Total Events","Wii",2011,"Misc","7G//AMES",0,0.02,0,0,0.03,"0"
14457,"Battle Arena Toshinden URA","SAT",1995,"Fighting","Sega",0,0,0.03,0,0.03,"0"
14458,"Darius Burst: Chronicle Saviours","PSV",2016,"Action","Kadokawa Games",0,0,0.03,0,0.03,"0"
14459,"Biohazard: Revival Selection","X360",2011,"Action","Capcom",0,0,0.03,0,0.03,"0"
14460,"Labyrinth Cross Blood: Infinity","PSV",2013,"Role-Playing","CyberFront",0,0,0.03,0,0.03,"0"
14461,"Prince of Persia (2008)","PC",2008,"Action","Ubisoft",0,0.02,0,0,0.03,"0"
14462,"HotBrain","PSP",2007,"Puzzle","Midway Games",0.02,0,0,0,0.03,"0"
14463,"UK Truck Simulator","PC",2010,"Simulation","N/A",0,0.03,0,0,0.03,"0"
14464,"Gudetama: Hanjuku de Tanomuwa","3DS",2015,"Action","Rocket Company",0,0,0.03,0,0.03,"0"
14465,"MechAssault: Phantom War","DS",2006,"Simulation","Majesco Entertainment",0.03,0,0,0,0.03,"0"
14466,"Magicka","PC",2011,"Role-Playing","Paradox Interactive",0,0.02,0,0.01,0.03,"0"
14467,"Star Trek: The Game","PC",2013,"Action","Namco Bandai Games",0,0.02,0,0,0.03,"0"
14468,"Moto Racer DS","DS",2008,"Racing","Nobilis",0,0.02,0,0,0.03,"0"
14469,"The Last Guy","PS3",2009,"Action","Sony Computer Entertainment",0,0,0.03,0,0.03,"0"
14470,"Disney Sports Soccer","GBA",2002,"Sports","Konami Digital Entertainment",0.02,0.01,0,0,0.03,"0"
14471,"Akane Iro ni Somaru Saka Parallel","PS2",2008,"Adventure","GN Software",0,0,0.03,0,0.03,"0"
14472,"Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder","PSP",2011,"Adventure","Alchemist",0,0,0.03,0,0.03,"0"
14473,"Monster Hunter Frontier Online: Forward 1","X360",2011,"Role-Playing","Capcom",0,0,0.03,0,0.03,"0"
14474,"X3: Terran Conflict","PC",2008,"Simulation","Deep Silver",0,0.02,0,0.01,0.03,"0"
